CSCOD,MENGE,EBELN,BSART,ADPRI,BEDAT,LIFNR,WAERS,ZZSTORT,MATNR,NETPR,NETWR,ZZJRRQ,ZZGHRQ,ZXLTAT
MU,1,4100005133,HQY,AOG,20151214,1000000012,RMB,B737NG,1151952-16,11279.31,11279.31,20151214,20151215,1.0
MU,1,4100005026,HQY,AOG,20151125,1000000106,RMB,B737NG,20102060-103,1775.27,1775.27,20151126,20151127,1.0
MU,1,4100005151,HQY,AOG,20151216,1000000155,RMB,B737NG,2206400-2,471799.73,471799.73,20151216,20151216,1.0
MU,1,4100005031,HQY,AOG,20151127,1000000106,RMB,B737NG,3214552-5,706.26,706.26,20151127,20151127,1.0
MU,1,4100005052,HQY,CRT,20151130,1000000155,RMB,B737NG,3289562-5,37018.73,37018.73,20151201,20151201,1.0
MU,1,4100004948,HQY,CRT,20151102,1000000141,RMB,B737NG,2313M347-4,1,1,20151103,20151104,1.0
MU,1,4100004993,HQY,AOG,20151116,1000000142,RMB,B737NG,645172-2,138229.97,138229.97,20151117,20160406,141.0
MU,1,4100004992,HQY,AOG,20151116,1000000142,RMB,B737NG,63169,67481.88,67481.88,20151116,20160119,64.0
MU,1,4100005048,HQY,CRT,20151130,1000000155,RMB,B737NG,51090160-1,16600,16600,20151130,20151130,1.0
MU,1,4100005049,HQY,CRT,20151130,1000000155,RMB,B737NG,398908-3,33618.95,33618.95,20151130,20151130,1.0
MU,1,4100005050,HQY,CRT,20151130,1000000155,RMB,B737NG,3214552-5,60227.46,60227.46,20151130,20151130,1.0
MU,1,4100004998,HQY,AOG,20151117,1000000012,RMB,B737NG,7123-19973-03AB,36098.82,36098.82,20151125,20151209,14.0
MU,1,4100005163,HQY,AOG,20151218,1000000141,RMB,B737NG,8-930-03,1,1,20151220,20160314,85.0
MU,1,4100005164,HQY,AOG,20151218,1000000012,RMB,B737NG,024147-000,1480.24,1480.24,20151223,20160225,64.0
MU,1,4100004997,HQY,CRT,20151117,1000000106,RMB,B737NG,398908-5,72548.26,72548.26,20151117,20160506,171.0
MU,1,4100005000,HQY,AOG,20151118,1000000106,RMB,B737NG,622-5342-101,2627.21,2627.21,20151118,20151124,6.0
MU,1,4100005083,HQY,AOG,20151205,1000000012,RMB,B737NG,3215618-4,32411.22,32411.22,20151209,20151222,13.0
MU,1,4100004922,HQY,NOR,20151026,1000000141,RMB,B737NG,1-002-0102-2090,1,1,20151026,20151216,51.0
MU,1,4100004973,HQY,AOG,20151109,1000000106,RMB,B737NG,21230-03AC,26494.84,26494.84,20151110,20151116,6.0
MU,1,4100004968,HQY,AOG,20151109,1000000142,RMB,B737NG,285A1200-2,9693.91,9693.91,20151109,20151116,7.0
MU,1,4100004969,HQY,AOG,20151109,1000000142,RMB,B737NG,18-1738-12,11423.75,11423.75,20151109,20151208,29.0
MU,1,4100005085,HQY,AOG,20151205,1000000142,RMB,B737NG,761574B,1063385.52,1063385.52,20151206,20160322,107.0
MU,1,4100005088,HQY,AOG,20151206,1000000141,RMB,B737NG,4081600-930,1,1,20151207,20151216,9.0
MU,1,4100005010,HQY,AOG,20151121,1000000421,RMB,B737NG,HG2050AC11,131699.74,131699.74,20151125,20151207,12.0
MU,1,4100005121,HQY,AOG,20151211,1000000141,RMB,B737NG,SEDL0C9C,1,1,20151216,20151228,12.0
MU,1,4100005122,HQY,AOG,20151211,1000000141,RMB,B737NG,3214552-5,1,1,20151216,20151228,12.0
MU,1,15SL70017L,HQY,EXP,20151212,0000001313,USD,B737NG,3214552-6,1,1,20151215,20151217,2.0
MU,1,4100005440,HQY,AOG,20160205,1000000142,RMB,B737NG,3214552-6,10327.91,10327.91,20160215,20160216,1.0
MU,1,4100005207,HQY,AOG,20151227,1000000106,RMB,B737NG,71784,70850.45,70850.45,20151228,20160223,57.0
MU,1,4100005356,HQY,AOG,20160123,1000000141,RMB,B737NG,3289562-5,1,1,20160124,20160512,109.0
MU,1,4100005358,HQY,AOG,20160123,1000000421,RMB,B737NG,398908-3,55221.79,55221.79,20160125,20160510,106.0
MU,1,4100005353,HQY,AOG,20160123,1000000106,RMB,B737NG,2118966-222,11271.07,11271.07,20160125,20160126,1.0
MU,1,4100005462,HQY,AOG,20160212,1000000142,RMB,B737NG,3289562-5,2487.65,2487.65,20160212,20160218,6.0
MU,1,4100005463,HQY,CRT,20160213,1000000141,RMB,B737NG,3289562-5,1,1,20160214,20160219,5.0
MU,1,4100005464,HQY,CRT,20160213,1000000141,RMB,B737NG,3289562-5,1,1,20160213,20160228,15.0
MU,1,4100005357,HQY,AOG,20160123,1000000106,RMB,B737NG,3289562-5,21145,21145,20160123,20160226,34.0
MU,1,4100005359,HQY,AOG,20160124,1000000141,RMB,B737NG,G7500-03,1,1,20160125,20160602,129.0
MU,1,4100005361,HQY,AOG,20160124,1000000421,RMB,B737NG,3289562-5,23889.05,23889.05,20160125,20160302,37.0
MU,1,4100005363,HQY,AOG,20160125,1000000141,RMB,B737NG,5145-1-77,1,1,20160206,20160503,87.0
MU,1,4100005367,HQY,AOG,20160125,1000000152,RMB,B737NG,398908-5,22002.74,22002.74,20160125,20160305,40.0
MU,1,4100005470,HQY,AOG,20160214,1000000141,RMB,B737NG,3289562-5,1,1,20160216,20160304,17.0
MU,1,4100005375,HQY,AOG,20160126,1000000141,RMB,B737NG,3289562-5,1,1,20160420,20160516,26.0
MU,1,4100005372,HQY,AOG,20160126,1000000141,RMB,B737NG,5145-1-77,1,1,20160127,20160302,35.0
MU,1,4100005466,HQY,NOR,20160214,1000000106,RMB,B737NG,822-1567-102,271083.58,271083.58,20160214,20160322,37.0
MU,1,4100005394,HQY,AOG,20160130,1000000141,RMB,B737NG,822-1567-102,1,1,20160201,20160601,121.0
MU,1,4100005378,HQY,CRT,20160127,1000000141,RMB,B737NG,2030157-102,1,1,20160128,20160921,237.0
MU,1,4100005388,HQY,AOG,20160130,1000000141,RMB,B737NG,129694-3,1,1,20160205,20160406,61.0
MU,1,4100005389,HQY,AOG,20160130,1000000106,RMB,B737NG,1152464-265,39369.92,39369.92,20160201,20160205,4.0
MU,1,4100005392,HQY,AOG,20160130,1000000141,RMB,B737NG,892480,1,1,20160205,20160401,56.0
MU,1,4100005399,HQY,AOG,20160131,1000000141,RMB,B737NG,3289562-5,1,1,20160202,20160428,86.0
MU,1,4100005397,HQY,AOG,20160131,1000000141,RMB,B737NG,822-1567-102,1,1,20160224,20160331,36.0
MU,1,4100005241,HQY,NOR,20160101,1000000421,RMB,B737NG,071-01503-2601,5689.81,5689.81,20160104,20160114,10.0
MU,1,4100005248,HQY,CRT,20160103,1000000106,RMB,B737NG,3510-0041-03,750.71,750.71,20160104,20160104,1.0
MU,1,4100005304,HQY,AOG,20160114,1000000421,RMB,B737NG,HG2050AC11,54768.05,54768.05,20160115,20160118,3.0
MU,1,16GW77529,HQY,EXP,20160201,0000001528,USD,B737NG,822-1338-005,148801,148801,20160226,20170110,319.0
MU,1,4100005251,HQY,AOG,20160104,1000000141,RMB,B737NG,C16786HA02,1,1,20160112,20161024,286.0
MU,1,4100005311,HQY,CRT,20160116,1000000012,RMB,B737NG,241-298-002-015,74990.59,74990.59,20160117,20160223,37.0
MU,1,4100005408,HQY,NOR,20160202,1000000141,RMB,B737NG,5145-1-77,1,1,20160206,20160526,110.0
MU,1,4100005410,HQY,CRT,20160202,1000000142,RMB,B737NG,4091900-942,1016549.75,1016549.75,20160203,20160424,81.0
MU,1,4100005323,HQY,AOG,20160118,1000000141,RMB,B737NG,69-37307-300,1,1,20160119,20160316,57.0
MU,1,4100005413,HQY,AOG,20160203,1000000142,RMB,B737NG,3289630-2,10010.57,10010.57,20160219,20160223,4.0
MU,1,4100005183,HQY,AOG,20151223,1000000141,RMB,B737NG,113A4600-6,1,1,20160530,20161219,203.0
MU,1,4100005331,HQY,AOG,20160119,1000000142,RMB,B737NG,241-298-002-015,1899.04,1899.04,20160119,20160120,1.0
MU,1,4100005190,HQY,AOG,20151224,1000000141,RMB,B737NG,761574B,1,1,20151231,20160513,134.0
MU,1,4100005264,HQY,AOG,20160107,1000000106,RMB,B737NG,C16786HA02,143315.15,143315.15,20160107,20160418,102.0
MU,1,4100005333,HQY,AOG,20160120,1000000141,RMB,B737NG,1-002-0102-2090,1,1,20160122,20160219,28.0
MU,1,4100005418,HQY,AOG,20160204,1000000141,RMB,B737NG,398908-5,1,1,20160223,20160726,154.0
MU,1,4100005335,HQY,AOG,20160120,1000000106,RMB,B737NG,41F1005,439069.23,439069.23,20160122,20160520,119.0
MU,1,4100005336,HQY,AOG,20160120,1000000421,RMB,B737NG,398908-3,51642.69,51642.69,20160125,20160429,95.0
MU,1,4100005442,HQY,AOG,20160206,1000000106,RMB,B737NG,3214552-6,21186.66,21186.66,20160206,20160301,24.0
MU,1,15SL70018L,HQY,EXP,20151212,0000001313,USD,B737NG,107492-6,1,1,20151215,20151217,2.0
MU,1,4100005216,HQY,AOG,20151228,1000000142,RMB,B737NG,822-0297-001,27171.89,27171.89,20151230,20160203,35.0
MU,1,4100005680,HQY,AOG,20160402,1000000421,RMB,B737NG,398908-3,28634.25,28634.25,20160405,20160527,52.0
MU,1,4100005684,HQY,AOG,20160403,1000000141,RMB,B737NG,398908-5,1,1,20160412,20160612,61.0
MU,1,4100005674,HQY,AOG,20160402,1000000106,RMB,B737NG,2206400-2,10860.82,10860.82,20160407,20160613,67.0
MU,1,4100005615,HQY,AOG,20160318,1000000141,RMB,B737NG,24E507040G04,1,1,20160322,20160510,49.0
MU,1,4100005641,HQY,AOG,20160323,1000000106,RMB,B737NG,4086850-924,406861.51,406861.51,20160323,20160527,65.0
MU,1,4100005616,HQY,AOG,20160318,1000000012,RMB,B737NG,3214446-4,33562.19,33562.19,20160318,20160429,42.0
MU,1,4100005623,HQY,AOG,20160320,1000000141,RMB,B737NG,398908-5,1,1,20160328,20160329,1.0
MU,1,4100005625,HQY,AOG,20160320,1000000106,RMB,B737NG,3214446-4,30926.8,30926.8,20160320,20160429,40.0
MU,1,4100005690,HQY,AOG,20160404,1000000106,RMB,B737NG,3289630-2,10729.57,10729.57,20160407,20160425,18.0
MU,1,4100005632,HQY,AOG,20160321,1000000141,RMB,B737NG,2313M348-4,1,1,20160321,20160406,16.0
MU,1,4100005525,HQY,AOG,20160226,1000000004,RMB,B737NG,161A1100-40,1,1,20160229,20180313,743.0
MU,1,4100005526,HQY,AOG,20160226,1000000004,RMB,B737NG,161A1100-39,1,1,20160229,20180313,743.0
MU,1,4100005527,HQY,AOG,20160226,1000000004,RMB,B737NG,162A1100-5,1,1,20160229,20180313,743.0
MU,1,4100005477,HQY,CRT,20160216,1000000141,RMB,B737NG,G7500-03,1,1,20160216,20160411,55.0
MU,1,4100005585,HQY,CRT,20160311,1000000141,RMB,B737NG,394100-1003,1,1,20160314,20160505,52.0
MU,1,4100005594,HQY,EXP,20160313,1000000106,RMB,B737NG,69000940-102,43443.68,43443.68,20160313,20160331,18.0
MU,1,4100005593,HQY,AOG,20160313,1000000106,RMB,B737NG,7123-19973-03AB,13323.12,13323.12,20160313,20160324,11.0
MU,1,4100005596,HQY,AOG,20160314,1000000142,RMB,B737NG,CA244-01,51129.06,51129.06,20160318,,
MU,1,4100005482,HQY,AOG,20160217,1000000141,RMB,B737NG,233A2224-3,1,1,20160224,20160225,1.0
MU,1,4100005595,HQY,AOG,20160314,1000000106,RMB,B737NG,3214446-4,2098.81,2098.81,20160314,20160314,1.0
MU,1,4100005657,HQY,AOG,20160330,1000000106,RMB,B737NG,3214446-4,44383.96,44383.96,20160401,20160524,53.0
MU,1,4100005665,HQY,AOG,20160331,1000000012,RMB,B737NG,761574B,10109.05,10109.05,20160401,20160401,1.0
MU,1,4100005606,HQY,AOG,20160316,1000000141,RMB,B737NG,822-1710-001,1,1,20160317,20160322,5.0
MU,1,4100005493,HQY,AOG,20160220,1000000421,RMB,B737NG,822-1567-102,350406.79,350406.79,20160225,20160428,63.0
MU,1,4100005501,HQY,AOG,20160221,1000000141,RMB,B737NG,69-37307-300,1,1,20160223,20160429,66.0
MU,1,16GW77529.,HQY,EXP,20160222,0000001528,USD,B737NG,822-1338-005,148801,148801,20160226,20170110,319.0
MU,1,4100005561,HQY,AOG,20160306,1000000155,RMB,B737NG,2206400-2,17145.94,17145.94,20160307,20160309,2.0
MU,1,4100005609,HQY,AOG,20160316,1000000141,RMB,B737NG,2313M348-4,1,1,20160317,20160603,78.0
MU,1,4100005742,HQY,CRT,20160414,1000000052,RMB,B737-300,315A2295-695,19770,19770,20160418,20160520,32.0
MU,1,4100005744,HQY,AOG,20160415,1000000106,RMB,B737NG,3214446-4,47128.59,47128.59,20160415,20160613,59.0
MU,1,4100005743,HQY,AOG,20160415,1000000421,RMB,B737NG,3289562-5,3000.47,3000.47,20160415,20160419,4.0
MU,1,4100005749,HQY,AOG,20160415,1000000141,RMB,B737NG,21230-03AC,1,1,20160416,20160620,65.0
MU,1,4100005755,HQY,CRT,20160416,1000000106,RMB,B737NG,3214446-4,46335.59,46335.59,20160419,20160613,55.0
MU,1,4100005754,HQY,CRT,20160416,1000000141,RMB,B737NG,2760000-101,1,1,20160422,20160519,27.0
MU,1,4100005756,HQY,CRT,20160416,1000000012,RMB,B737NG,971-4193-001,36712.91,36712.91,20160417,20160926,162.0
MU,1,4100005801,HQY,AOG,20160427,1000000106,RMB,B737NG,024147-000,5627.84,5627.84,20160429,20160506,7.0
MU,1,4100005818,HQY,AOG,20160428,1000000142,RMB,B737NG,1-002-0102-2090,2419.63,2419.63,20160429,20160429,1.0
MU,1,4100005760,HQY,AOG,20160417,1000000421,RMB,B737NG,398908-5,2151.86,2151.86,20160420,20160420,1.0
MU,1,4100005695,HQY,AOG,20160405,1000000106,RMB,B737NG,3214446-4,39583.25,39583.25,20160406,20160525,49.0
MU,1,4100005817,HQY,AOG,20160428,1000000155,RMB,B737NG,69000940-102,44499.85,44499.85,20160429,20160509,10.0
MU,1,4100005878,HQY,AOG,20160513,1000000421,RMB,B737NG,285A1600-6,1449.06,1449.06,20160513,20160513,1.0
MU,1,4100005879,HQY,AOG,20160513,1000000421,RMB,B737NG,2206400-2,192692.71,192692.71,20160513,20160624,42.0
MU,1,4100005829,HQY,CRT,20160501,1000000106,RMB,B737NG,398908-3,23776.15,23776.15,20160501,20160616,46.0
MU,1,4100005880,HQY,AOG,20160513,1000000106,RMB,B737NG,69-37324-78,12605.84,12605.84,20160517,20160606,20.0
MU,1,4100005882,HQY,AOG,20160514,1000000106,RMB,B737NG,315A2801-5,3299.69,3299.69,20160515,20160517,2.0
MU,1,4100005700,HQY,AOG,20160407,1000000106,RMB,B737NG,5145-1-77,23635.21,23635.21,20160407,20160425,18.0
MU,1,4100005830,HQY,EXP,20160502,1000000106,RMB,B737NG,398908-3,1279.01,1279.01,20160502,20160504,2.0
MU,1,4100005832,HQY,AOG,20160502,1000000141,RMB,B737NG,2233000-816-1,1,1,20160503,20160523,20.0
MU,1,4100005833,HQY,AOG,20160502,1000000141,RMB,B737NG,980-4700-042,1,1,20160503,20160615,43.0
MU,1,4100005699,HQY,AOG,20160407,1000000106,RMB,B737NG,67600014-1,12807.88,12807.88,20160407,20160425,18.0
MU,1,4100005767,HQY,AOG,20160419,1000000106,RMB,B737NG,822-1710-002,30103.74,30103.74,20160420,20160425,5.0
MU,1,4100005703,HQY,AOG,20160407,1000000141,RMB,B737NG,398908-5,1,1,20160411,20160808,119.0
MU,1,4100005770,HQY,AOG,20160420,1000000421,RMB,B737NG,2206400-2,36862.1,36862.1,20160420,20160428,8.0
MU,1,4100005834,HQY,AOG,20160503,1000000141,RMB,B737NG,3289562-5,1,1,20160504,20160523,19.0
MU,1,4100005900,HQY,AOG,20160517,1000000106,RMB,B737NG,162700-100,168289.76,168289.76,20160518,20160719,62.0
MU,1,4100005716,HQY,AOG,20160410,1000000012,RMB,B737NG,129694-2,14955.97,14955.97,20160411,20160705,85.0
MU,1,4100005840,HQY,AOG,20160504,1000000106,RMB,B737NG,39-353,3777.4,3777.4,20160505,20160512,7.0
MU,1,4100005714,HQY,AOG,20160409,1000000106,RMB,B737NG,3214446-4,63781.48,63781.48,20160411,20160628,78.0
MU,1,4100005715,HQY,AOG,20160410,1000000106,RMB,B737NG,398908-3,19174.46,19174.46,20160411,20160517,36.0
MU,1,4100005783,HQY,AOG,20160422,1000000106,RMB,B737NG,398908-3,31872.98,31872.98,20160427,20160621,55.0
MU,1,4100005773,HQY,AOG,20160421,1000000106,RMB,B737NG,276A2003-5,2736.46,2736.46,20160422,20160425,3.0
MU,1,4100005906,HQY,AOG,20160518,1000000141,RMB,B737NG,5145-1-64,1,1,20160519,20160520,1.0
MU,1,4100005913,HQY,AOG,20160519,1000000106,RMB,B737NG,182820-3,5507.07,5507.07,20160519,20160527,8.0
MU,1,4100005912,HQY,AOG,20160519,1000000106,RMB,B737NG,182820-3,5507.09,5507.09,20160519,20160527,8.0
MU,1,4100005914,HQY,AOG,20160519,1000000106,RMB,B737NG,182820-3,5507.09,5507.09,20160519,20160527,8.0
MU,1,4100005921,HQY,AOG,20160520,1000000012,RMB,B737NG,2206400-2,114820.14,114820.14,20160521,20160614,24.0
MU,1,4100005915,HQY,AOG,20160519,1000000155,RMB,B737NG,2206400-2,163599.47,163599.47,20160519,20160623,35.0
MU,1,4100005724,HQY,AOG,20160412,1000000141,RMB,B737NG,2030157-102,1,1,20160413,20161028,198.0
MU,1,4100005786,HQY,AOG,20160423,1000000106,RMB,B737NG,398908-3,20454.99,20454.99,20160427,20160530,33.0
MU,1,4100005796,HQY,AOG,20160425,1000000141,RMB,B737NG,1152466-250,1,1,20160427,20160617,51.0
MU,1,4100005911,HQY,AOG,20160519,1000000106,RMB,B737NG,182820-3,6874.62,6874.62,20160519,20160527,8.0
MU,1,4100005859,HQY,AOG,20160506,1000000142,RMB,B737NG,822-1710-002,53623.22,53623.22,20160509,20160516,7.0
MU,1,4100005795,HQY,AOG,20160425,1000000106,RMB,B737NG,315A2801-4,11166.4,11166.4,20160425,20160516,21.0
MU,1,4100005739,HQY,NOR,20160414,1000000141,RMB,B737NG,398908-5,256.41,256.41,20160416,20160708,83.0
MU,1,4100005740,HQY,NOR,20160414,1000000141,RMB,B737NG,398908-5,1,1,20160416,20160704,79.0
MU,1,4100005798,HQY,AOG,20160426,1000000141,RMB,B737NG,8-930-03,1,1,20160429,20160516,17.0
MU,1,4100005928,HQY,AOG,20160521,1000000106,RMB,B737NG,2206400-2,332015.34,332015.34,20160524,20160727,64.0
MU,1,4100000848,HQY,CRT,20111108,1000000152,RMB,B737NG,G7407-01,300,300,20111109,20130306,483.0
MU,1,4100000882,HQY,CRT,20111126,1000000106,RMB,B737NG,940-0300-001,1,1,20111128,20120528,182.0
MU,1,4100000967,HQY,CRT,20111229,1000000225,RMB,B737NG,285T0855-5,1,1,20111229,20120828,243.0
MU,1,4100000772,HQY,AOG,20111026,0000100050,RMB,B737NG,622-5132-633,1,1,20111026,20140512,929.0
MU,1,4100000942,HQY,CRT,20111217,1000000106,RMB,B737NG,315A2801-1,1,1,20111218,20120227,71.0
MU,1,4100000898,HQY,AOG,20111204,1000000106,RMB,B737NG,285A1600-5,1,1,20111209,20120823,258.0
MU,1,4100000943,HQY,CRT,20111218,1000000141,RMB,B737NG,0851HT1,1,1,20111219,20111219,1.0
MU,1,4100000748,HQY,AOG,20111012,1000000155,RMB,B737NG,320548-2,1,1,20111012,20120222,133.0
MU,1,4100000792,HQY,CRT,20111030,1000000106,RMB,B737NG,251A1240-3,1,1,20111115,20120531,198.0
MU,1,4100000810,HQY,AOG,20111031,1000000106,RMB,B737NG,2612311-1,1,1,20111129,20111223,24.0
MU,1,4100000900,HQY,AOG,20111205,1000000152,RMB,B737-300,622-7878-201,1,1,20120110,20120224,45.0
MU,1,4100000862,HQY,AOG,20111117,1000000152,RMB,B737NG,251A1741-5,1,1,20111124,20111202,8.0
MU,1,4100000922,HQY,AOG,20111207,1000000142,RMB,B737NG,1151952-8,1,1,20111208,20111231,23.0
MU,1,4100000869,HQY,CRT,20111121,1000000106,RMB,B737-300,171497-05-01,1,1,20111121,20120326,126.0
MU,1,4100000926,HQY,AOG,20111209,1000000012,RMB,B737NG,381200-1001,1,1,20111209,20111228,19.0
MU,1,4100000845,HQY,AOG,20111107,0000100050,RMB,B737NG,2612312-1,1,1,20111108,20140514,918.0
MU,1,4100000976,HQY,CRT,20111230,1000000106,RMB,B737NG,1151952-9,1,1,20111230,20120210,42.0
MU,1,4100000977,HQY,CRT,20111230,1000000106,RMB,B737NG,20219-0101,300,300,20111230,20120209,41.0
MU,1,4100001012,HQY,AOG,20120119,1000000106,RMB,B737NG,2041444-0401,1,1,20120120,,
MU,1,4100001013,HQY,AOG,20120119,1000000106,RMB,B737NG,2041446-0401,1,1,20120120,20120129,9.0
MU,1,4100001014,HQY,CRT,20120120,1000000106,RMB,B737NG,28823-7,1,1,20120120,20120531,132.0
MU,1,4100001019,HQY,AOG,20120123,1000000106,RMB,B737NG,3289630-2,1,1,20120227,20120406,39.0
MU,1,4100001020,HQY,AOG,20120124,1000000141,RMB,B737NG,285A1600-5,1,1,20120227,20120820,175.0
MU,1,4100001087,HQY,CRT,20120229,1000000106,RMB,B737-300,G6992-02,1,1,20120305,20120503,59.0
MU,1,4100000984,HQY,AOG,20120105,1000000024,RMB,B737NG,57186-10,1,1,20120110,20120206,27.0
MU,1,11JBSL3030,HQY,CRT,20111219,0000001349,USD,B737NG,3800702-1,95303.62,603777.03,20120106,20130723,564.0
MU,1,4100001067,HQY,AOG,20120220,1000000152,RMB,B737-300,65-17821-21,1,1,20120221,20130423,427.0
MU,1,4100001122,HQY,CRT,20120308,1000000106,RMB,B737-300,622-5132-106,16472.45,16472.45,20120308,20120312,4.0
MU,1,12JBSL3004,HQY,CRT,20120217,0000001340,USD,B737NG,3800702-1,1000001,1000001,20120228,20151124,1365.0
MU,1,4100001130,HQY,AOG,20120308,1000000155,RMB,B737NG,233A3208-2,1,1,20120309,20120514,66.0
MU,1,4100000994,HQY,AOG,20120112,1000000106,RMB,B737NG,2612311-1,1,1,20120121,20120202,12.0
MU,1,4100000995,HQY,AOG,20120112,1000000106,RMB,B737NG,2612312-1,1,1,20120121,20120202,12.0
MU,1,4100000998,HQY,EXP,20120113,1000000210,RMB,B737-300,321942-1-1,0,0,20120113,20120227,45.0
MU,1,4100001039,HQY,CRT,20120207,1000000106,RMB,B737NG,AV13J5144,1,1,20120208,20120503,85.0
MU,1,4100001265,HQY,AOG,20120509,1000000106,RMB,B737NG,6355C0001-01,1,1,20130205,20130206,1.0
MU,1,4100001176,HQY,CRT,20120330,1000000142,RMB,B737NG,315A2801-1,49779,49779,20120330,20120411,12.0
MU,1,4100001207,HQY,CRT,20120416,1000000142,RMB,B737NG,473957-4,2844,2844,20120418,20120419,1.0
MU,1,4100001210,HQY,CRT,20120417,1000000210,RMB,B737NG,28823-7,1,1,20120417,20151107,1299.0
MU,1,4100001260,HQY,CRT,20120505,1000000155,RMB,B737NG,822-0334-003,1,1,20120507,20130111,249.0
MU,1,4100001177,HQY,CRT,20120331,1000000155,RMB,B737NG,965-0758-002,81667.73,81667.73,20120331,20120511,41.0
MU,1,4100001217,HQY,AOG,20120420,1000000106,RMB,B737-300,622-5132-633,1,1,20120421,20120605,45.0
MU,1,4100001216,HQY,AOG,20120420,1000000106,RMB,B737-300,622-5135-202,1,1,20120421,20120606,46.0
MU,1,4100001192,HQY,AOG,20120407,1000000155,RMB,B737NG,7121-19971-01AB,1,1,20120408,20120417,9.0
MU,1,12GBSL3012,HQY,NOR,20120425,0000001340,USD,B737NG,3800702-1,51431,51431,20120427,20130228,307.0
MU,1,4100001222,HQY,CRT,20120424,1000000225,RMB,B737-300,4063-19972-01AB,1,1,20120424,20120828,126.0
MU,1,4100001227,HQY,CRT,20120426,1000000155,RMB,B737NG,2118966-222,87821.53,87821.53,20120426,20120511,15.0
MU,1,4100001165,HQY,AOG,20120323,1000000142,RMB,B737-300,3289562-6,1,1,20120326,20120406,11.0
MU,1,4100001230,HQY,CRT,20120426,1000000142,RMB,B737NG,2-8041-1,19909,19909,20120426,20120607,42.0
MU,1,4100001228,HQY,CRT,20120426,1000000142,RMB,B737NG,4131020-3,621867,621867,20120427,20120720,84.0
MU,1,4100001287,HQY,CRT,20120518,1000000155,RMB,B737NG,7800000-010,9003.97,9003.97,20120518,20120607,20.0
MU,1,4100001125,HQY,AOG,20120308,1000000142,RMB,B737NG,20219-0101,1,1,20120309,20120314,5.0
MU,1,4100001164,HQY,AOG,20120323,1000000142,RMB,B737-300,107492-6,1,1,20120326,20120327,1.0
MU,1,4100001200,HQY,CRT,20120412,1000000155,RMB,B737NG,622-5132-106,221364.18,221364.18,20120412,20120516,34.0
MU,1,4100001245,HQY,CRT,20120429,1000000142,RMB,B737NG,AV13J5147,1794,1794,20120503,20120503,1.0
MU,1,4100001241,HQY,CRT,20120428,1000000106,RMB,B737-300,607518-2,301,301,20120429,20121106,191.0
MU,1,4100001139,HQY,CRT,20120310,1000000152,RMB,B737NG,285A1600-5,1,1,20120310,20120409,30.0
MU,1,4100001246,HQY,CRT,20120429,1000000142,RMB,B737NG,20219-0101,1,1,20120710,20120711,1.0
MU,1,4100001172,HQY,CRT,20120328,1000000142,RMB,B737NG,2233000-816-1,69993,69993,20120328,20120409,12.0
MU,1,4100001206,HQY,CRT,20120416,1000000142,RMB,B737NG,2-8041-1,24539,24539,20120416,20120607,52.0
MU,1,4100001205,HQY,CRT,20120416,1000000106,RMB,B737NG,285A1600-5,1,1,20120416,20120417,1.0
MU,1,4100001146,HQY,CRT,20120313,1000000142,RMB,B737NG,20219-0101,35430,35430,20120314,20120424,41.0
MU,1,4100001175,HQY,AOG,20120330,1000000155,RMB,B737-300,4081600-940,1,1,20120331,20120717,108.0
MU,1,4100001174,HQY,CRT,20120330,1000000142,RMB,B737NG,965-0758-002,5856,5856,20120330,20120522,53.0
MU,1,4100001251,HQY,CRT,20120503,1000000106,RMB,B737-300,541674-4,1,1,20120503,20120717,75.0
MU,1,4100001267,HQY,CRT,20120509,1000000106,RMB,B737NG,822-1567-102,1,1,20120509,20121015,159.0
MU,1,4100001452,HQY,AOG,20120713,1000000012,RMB,B737NG,66087,1,1,20120716,20120823,38.0
MU,1,4100001457,HQY,CRT,20120714,1000000106,RMB,B737NG,285A1840-7,301,301,20120715,20120928,75.0
MU,1,4100001322,HQY,CRT,20120608,1000000142,RMB,B737NG,G7500-03,13332,13332,20120608,20120801,54.0
MU,1,4100001413,HQY,CRT,20120627,1000000106,RMB,B737-300,65-52820-2,1001,1001,20120627,20120717,20.0
MU,1,4100001299,HQY,AOG,20120527,1000000106,RMB,B737-300,622-5132-633,1400,1400,20120528,20121025,150.0
MU,1,4100001297,HQY,NOR,20120527,1000000155,RMB,B737NG,1-899-29,34091.6,34091.6,20120530,,
MU,1,4100001298,HQY,AOG,20120527,1000000225,RMB,B737NG,398908-3,1,1,20120527,20120611,15.0
MU,1,4100001353,HQY,CRT,20120611,1000000155,RMB,B737NG,441921-5,50054.13,50054.13,20120611,20120629,18.0
MU,1,4100001351,HQY,CRT,20120611,1000000155,RMB,B737NG,622-5132-633,1,1,20120611,20120612,1.0
MU,1,4100001408,HQY,CRT,20120627,1000000142,RMB,B737NG,233A3203-1,19824,19824,20120629,20120801,33.0
MU,1,4100001275,HQY,AOG,20120512,1000000141,RMB,B737NG,G7501-01,1,1,20120514,20130107,238.0
MU,1,4100001277,HQY,CRT,20120514,1000000155,RMB,B737NG,1152464-265,294280.65,294280.65,20120515,20120627,43.0
MU,1,4100001416,HQY,NOR,20120628,1000000155,RMB,B737NG,394100-1003,1,1,20120702,20130603,336.0
